x,y
3.0,-361.95232637452443
3.06813627254509,-354.93599583705605
3.1362725450901805,-347.9849923361097
3.2044088176352705,-341.09901394667133
3.2725450901803605,-334.2777587437272
3.340681362725451,-327.52092480226355
3.408817635270541,-320.8282101972654
3.476953907815631,-314.1993130037197
3.5450901803607215,-307.6339312966113
3.6132264529058116,-301.1317631509269
3.681362725450902,-294.69250664165236
3.749498997995992,-288.3158598437736
3.817635270541082,-282.00152083227636
3.8857715430861726,-275.74918768214656
3.9539078156312626,-269.55855846837034
4.022044088176353,-263.42933126593374
4.090180360721443,-257.3612041498223
4.158316633266534,-251.35387519502208
4.226452905811623,-245.40704247651928
4.294589178356714,-239.5204040692996
4.362725450901804,-233.69365804834877
4.430861723446894,-227.9265024886534
4.498997995991984,-222.21863546519882
4.567134268537075,-216.56975505297126
4.635270541082164,-210.9795593269565
4.703406813627255,-205.44774636214052
4.771543086172345,-199.97401423350914
4.839679358717435,-194.55806101604873
4.907815631262525,-189.19958478474462
4.975951903807616,-183.8982836145832
5.044088176352705,-178.65385558055033
5.112224448897796,-173.46599875763167
5.180360721442886,-168.33441122081354
5.248496993987976,-163.25879104508158
5.316633266533066,-158.23883630542184
5.384769539078157,-153.2742450768204
5.452905811623246,-148.36471543426305
5.521042084168337,-143.50994545273554
5.589178356713427,-138.70963320722416
5.657314629258517,-133.96347677271464
5.725450901803607,-129.27117422419292
5.793587174348698,-124.63242363664496
5.861723446893787,-120.04692308505675
5.929859719438878,-115.51437064441419
5.997995991983968,-111.03446438970313
6.066132264529058,-106.60690239590973
6.134268537074148,-102.23138273801975
6.202404809619239,-97.90760349101906
6.270541082164328,-93.6352627298939
6.338677354709419,-89.41405852962981
6.406813627254509,-85.24368896521298
6.474949899799599,-81.12385211162933
6.543086172344689,-77.05424604386475
6.61122244488978,-73.03456883690515
6.679358717434869,-69.06451856573658
6.74749498997996,-65.14379330534483
6.81563126252505,-61.2720911307159
6.88376753507014,-57.44911011683581
6.95190380761523,-53.674548338690286
7.020040080160321,-49.94810387126543
7.0881763527054105,-46.26947478954721
7.156312625250501,-42.63835916852141
7.224448897795591,-39.05445508317411
7.292585170340681,-35.51746060849122
7.3607214428857715,-32.027073819458565
7.428857715430862,-28.582992791062136
7.4969939879759515,-25.184915598287986
7.565130260521042,-21.832540316121882
7.6332665330661325,-18.525565019549866
7.701402805611222,-15.263687783557897
7.7695390781563125,-12.046606683131799
7.837675350701403,-8.874019793257533
7.905811623246493,-5.7456251889211565
7.973947895791583,-2.6611209451084448
8.042084168336673,0.37979486319452804
8.110220440881763,3.3774241610018754
8.178356713426854,6.3320688733277715
8.246492985971944,9.244030925186104
8.314629258517034,12.113612241590975
8.382765531062123,14.941114747556547
8.450901803607215,17.726840368096845
8.519038076152304,20.471091028225853
8.587174348697395,23.174168652957785
8.655310621242485,25.83637516730653
8.723446893787575,28.458012496286234
8.791583166332664,31.039382564910934
8.859719438877756,33.58078729819482
8.927855711422845,36.08252862115177
8.995991983967937,38.54490845879601
9.064128256513026,40.96822873614146
9.132264529058116,43.35279137820226
9.200400801603205,45.698898309992444
9.268537074148297,48.006851456526185
9.336673346693386,50.27695274281738
9.404809619238478,52.50950409388023
9.472945891783567,54.70480743472868
9.541082164328657,56.86316469037685
9.609218436873746,58.98487778583879
9.677354709418838,61.070248646128675
9.745490981963929,63.11957919626044
9.813627254509019,65.13317136124815
9.881763527054108,67.11132706610589
9.949899799599198,69.05434823584773
10.018036072144287,70.96253679548775
10.086172344689379,72.83619467004003
10.15430861723447,74.67562378451862
10.22244488977956,76.48112606393752
10.29058116232465,78.25300343331084
10.358717434869739,79.99155781765265
10.426853707414828,81.69709114197698
10.49498997995992,83.369905331298
10.563126252505011,85.01030231062968
10.6312625250501,86.61858400498608
10.69939879759519,88.19505233938128
10.76753507014028,89.74000923882934
10.83567134268537,91.2537566283443
10.90380761523046,92.73659643294035
10.971943887775552,94.1888305776314
11.040080160320642,95.61076098743158
11.108216432865731,97.00268958735491
11.176352705410821,98.36491830241552
11.244488977955912,99.69774905762745
11.312625250501002,101.00148377800474
11.380761523046091,102.27642438856147
11.448897795591183,103.52287281431173
11.517034068136272,104.74113098026953
11.585170340681362,105.93150081144894
11.653306613226453,107.09428423286411
11.721442885771543,108.22978316952896
11.789579158316633,109.33829954645768
11.857715430861724,110.42013528866428
11.925851703406813,111.47559232116281
11.993987975951903,112.50497256896735
12.062124248496994,113.50857795709203
12.130260521042084,114.48671041055078
12.198396793587174,115.43967185435771
12.266533066132265,116.36776421352697
12.334669338677354,117.27128941307255
12.402805611222444,118.1505493780085
12.470941883767535,119.00584603334896
12.539078156312625,119.83748130410787
12.607214428857715,120.64575711529939
12.675350701402806,121.43097539193758
12.743486973947896,122.19343805903647
12.811623246492985,122.93344704161012
12.879759519038076,123.65130426467265
12.947895791583166,124.34731165323802
13.016032064128256,125.0217711323204
13.084168336673347,125.6749846269338
13.152304609218437,126.30725406209227
13.220440881763526,126.91888136280994
13.288577154308618,127.51016845410082
13.356713426853707,128.08141726097895
13.424849699398797,128.63292970845848
13.492985971943888,129.1650077215534
13.561122244488978,129.67795322527775
13.629258517034067,130.17206814464566
13.697394789579159,130.64765440467121
13.765531062124248,131.10501393036841
13.833667334669338,131.54444864675133
13.901803607214429,131.96626047883404
13.969939879759519,132.37075135163064
14.038076152304608,132.75822319015512
14.1062124248497,133.1289779194216
14.17434869739479,133.48331746444413
14.242484969939879,133.82154375023677
14.31062124248497,134.14395870181357
14.37875751503006,134.45086424418864
14.44689378757515,134.742562302376
14.51503006012024,135.0193548013897
14.58316633266533,135.28154366624383
14.65130260521042,135.52943082195247
14.719438877755511,135.76331819352967
14.7875751503006,135.9835077059895
14.85571142284569,136.19030128434602
14.923847695390782,136.3840008536133
14.991983967935871,136.5649083388053
15.06012024048096,136.73332566493622
15.128256513026052,136.8895547570201
15.196392785571142,137.033897540071
15.264529058116231,137.1666559391029
15.332665330661323,137.28813187913
15.400801603206412,137.39862728516624
15.468937875751502,137.49844408222577
15.537074148296593,137.5878841953226
15.605210420841683,137.66724954947082
15.673346693386772,137.73684206968446
15.741482965931864,137.79696368097765
15.809619238476953,137.8479163083644
15.877755511022043,137.8900018768588
15.945891783567134,137.9235223114749
16.014028056112224,137.94877953722673
16.082164328657313,137.96607547912842
16.150300601202403,137.975712062194
16.218436873747493,137.9779912114375
